"",ID_1,ID_2,ID_3,ID_4,ID_5,ID_6,ID_7,ID_8,ID_9,ID_10,ID_11,ID_12,ID_13,ID_14,ID_15,ID_16,ID_17,ID_18,ID_19,ID_20,ID_21,ID_22,ID_23,ID_24,ID_25,ID_26,ID_27,ID_28,ID_29,ID_30,ID_31,ID_32,ID_33,ID_34,ID_35,ID_36,ID_37,ID_38,ID_39,ID_40,ID_41,ID_42,ID_43,ID_44,ID_45,ID_46,ID_47,ID_48,ID_49,ID_50,ID_51,ID_52,ID_53,ID_54,ID_55,ID_56,ID_57,ID_58,ID_59,ID_60,ID_61,ID_62,ID_63,ID_64,ID_65,ID_66,ID_67,ID_68,ID_69,ID_70,ID_71,ID_72,ID_73,ID_74,ID_75,ID_76,ID_77,ID_78,ID_79,ID_80
sjgo10,19.2496132376734,19.8243249335759,21.1997186866896,20.6864741275746,21.6994721623501,20.9028834426778,19.5520505349088,20.0643778028742,21.437314486343,20.7928485674276,19.7147520706833,20.7139288651219,21.0780763597225,19.7886956183515,17.0246073442558,20.1606525573641,19.9011935178879,19.9270244413976,18.779456514353,18.7164802915643,22.0023449420364,19.1845888025547,18.014694954597,18.276643268646,18.6465869732911,21.2134224337963,18.4891174445618,18.221051750694,18.9039304400833,20.67838984217,21.2039336947347,19.6696526631424,20.1847210363752,20.8446850495362,20.7901040916915,18.7536034156119,22.2801984298036,19.1554796037912,20.201135498725,21.228388616057,19.257695255432,21.5839101012555,20.9516353878117,20.2083523872232,19.7327131539743,19.5211628264376,20.2698091995208,18.606726470741,20.0749354930362,20.8892247328458,20.2658188936914,18.6319388449559,19.4633895014337,18.8570959480765,18.0293587416348,18.6561355616046,19.7777152465649,19.8615936329093,21.2536119679448,19.9552933437616,18.5071098289286,18.8694183393404,18.0274022022137,20.9013247676533,19.5069526768591,18.1371516475816,18.5021804408898,19.8425386611756,19.3017957144992,20.2227538699006,19.6661025589169,18.9472641137162,18.8439570597154,19.8381167611442,22.1802035712234,19.0143365394304,19.6899092663912,18.6138014022603,20.2468847116769,22.4405231454587
wavd7,14.4711149694465,16.5507755357213,17.2443385789439,13.3227902409482,15.676450505702,14.2317456836361,15.4872432845009,16.7611593063025,14.8876785339211,15.5177871682881,14.6114167521442,13.4061521934385,16.9465261271078,15.8860416882705,14.5473278743929,15.5884668094399,15.80030961575,15.502276246233,15.9650870218422,16.5230725570374,12.6358694179187,16.3118124342464,19.1254900065493,16.4055192959556,19.6360050620349,19.3107157873531,17.06106662997,14.4035384706118,15.023004447886,17.0783292031025,17.7156045176846,16.9020753891363,15.4148816618322,17.6674199273163,16.949523447129,16.216288620517,10.7083256269289,17.5786147289595,13.4975782623926,14.5449188565029,12.9293144532417,14.9129561869524,19.6286033170459,15.6872404952866,14.4533167485049,18.6590670335415,17.1383495905923,13.0332946761598,16.8276119215024,15.1371682365825,13.8243985844615,14.2476487529209,15.4473708349108,14.73635822881,17.4397558149474,15.3106562775132,13.4837660117491,16.4614831271227,17.7242311443307,20.745964131322,14.3363746765497,13.0978392243699,15.5014713513291,19.0717228701478,16.3207548398899,17.3042678921405,12.1583290253268,15.8417841969978,13.1724024885927,16.1102562358351,16.5146625573461,12.6747438931285,14.6471981276198,13.3526036936183,15.6808193347403,15.2584472754714,15.136035965035,17.2600260079753,16.6813376990541,16.1109801379256
fcxu3,15.3706207107572,15.6526127542122,13.9880039616991,19.7629548248521,17.8145575673384,14.6941967893653,16.6510535045524,16.5136786473728,17.1248743470273,16.2135237051929,13.4682674667161,17.9846012718783,18.3274947662038,14.6051835366586,17.4559778002089,15.9451738418158,13.9870574654567,17.9581502165054,16.1822989287803,18.198932406059,15.6068431262204,17.1001486069326,16.4084761640722,15.2314202462564,12.5958391026216,16.1660288530973,16.8772707054422,16.4402158894676,17.9781775719104,14.0213642358924,15.864397735828,17.3346385828674,17.3616275261802,16.1148224065636,16.634586934649,15.8769486624749,14.8184489418784,16.5446883542133,16.1510309807212,17.2341712778044,18.9401055499602,17.9705921523689,14.7938212478458,14.9771820285809,14.6696629434386,15.3181844510117,13.7281301852119,17.2809262593472,17.7982326770376,12.2291641207363,20.4889869200866,15.9955725701733,14.7689061907605,16.8042271191096,13.8326561955613,16.0679213634978,12.1697441483799,14.1936001863661,15.9107281958166,13.6477790242111,18.7741065262885,14.4114548393043,14.2479144343591,14.9038582953348,16.7321357214268,17.4183032087767,14.5734289174668,17.0528665534014,18.3958094405204,17.2682891608513,13.7675356326777,17.0579601721255,17.1735867055643,18.3475234682446,14.6047206197347,14.4927062033674,13.8231871757577,17.6111084817076,13.2886308784031,17.2916123777338
tzyl4,15.6081754529855,13.3785933913014,15.6399219361503,14.3348055565794,16.6206457198525,12.769645465019,14.5690744231159,14.521757166903,15.0137662505397,15.3711859252661,16.2158246368978,12.4897283296206,12.4258786593385,14.5716072930411,14.8254436583809,15.4823764293036,13.3577930978297,17.2763866911093,14.1244256012525,16.6584171736613,15.1671047073916,11.5260727869621,17.1343323583988,16.1659197815628,18.172418930188,13.4874383955418,13.0139999449386,10.3882703979891,12.0613762118983,11.9929517230536,13.4873422708018,15.199194647151,14.1141028400726,15.4100114992701,15.7259234391667,17.212300283748,14.0061339205684,12.628720671441,14.6383767547922,9.93693331498002,15.3583438842913,12.7093110617843,15.3100799260171,15.6866169982103,14.1193407052346,16.7606235067811,18.1843142060703,13.9191719306234,13.2367494589266,13.9040481953761,11.5937916302261,14.047846096886,15.0510332132414,16.8924727347447,14.7194742807749,16.4275283182885,13.7255157957221,15.0114437971607,11.9339379645227,14.4983362996057,13.9533675580717,13.8255266788892,14.822189157768,15.1164121503622,16.8170437201161,13.664203563263,12.4128181070308,15.6200854087815,15.8580979831355,15.3057341697572,16.4183274535725,14.1031766464127,14.345934575173,11.7526403206579,14.9488087315536,14.2880442196299,16.1745114583577,16.2967394009465,15.2697993153261,15.1055642323324
jcin5,10.4672133349604,9.79644106462722,9.84802647663812,10.348636280547,7.25799209391679,8.82035095390421,10.0664023837429,6.03561400722919,10.097160479541,9.02245487564882,10.8757611291914,3.85178879318917,8.31353763244406,7.67065721866783,8.7187736500359,10.2667776971627,5.52914170177851,5.91101890723472,6.92302154712126,7.43825908259635,7.5720157334155,10.2076412874746,7.34975843572664,11.8872228409618,7.27903114203386,8.06840200916657,7.75548548519307,8.2368505765139,10.9998366199575,6.65792786306942,13.8686378020294,4.43100563790757,7.6300853428566,7.48173033537198,9.49805809378096,6.41016673194324,9.20918229369517,9.52117352154488,9.31996378252943,6.86889571513441,10.8982125056529,6.09719099506717,7.30306581523882,8.84677112594802,10.0248680176771,11.0426122070306,8.12046744007264,6.61468016459993,10.7291162624695,7.85696614761911,9.15807351121173,9.08259721280117,11.3746600952848,12.4030559516783,7.46448811731287,8.78439052751165,8.03156711200436,6.72382892888417,8.12769740116944,5.66500558661798,7.04525004265627,4.23659509925155,7.05833953248916,8.06517143889416,7.98920802228066,10.3324661963253,7.66461280016961,5.63194835105803,11.7827887016034,12.0177941006259,8.90694681303766,4.9317115851362,6.82048967684942,9.44832580128652,10.0466672793485,9.70276676517276,9.56977700018433,9.49642837569492,7.72610204616701,4.89781845987969
agct3,-0.224129290933038,2.45241685014757,-0.747792510371627,1.52351479789125,-1.4250919613573,3.40865285257777,3.01105643425927,0.582189013202873,1.44781388502606,2.23256894938276,1.49460519303051,-0.878517785446409,1.72541588002898,-1.64804059923281,1.30774286414373,2.4356870487092,0.659027509927046,-0.751809887043998,-0.367414635184957,1.51650091845513,1.63943546316816,0.289322930984362,1.48846195817677,2.03308223120446,-0.446312835186109,1.25723422565761,0.70934301690823,-1.22173058806943,1.84637137097032,-1.23045900075192,0.746707974222966,2.54477513644751,2.77856429083037,0.66197568509558,1.19005223802386,1.44783258190605,1.06464694965398,1.0910403720615,0.403559695547352,1.72937289684737,1.20167927960404,2.55537427791432,1.46081074662,1.90547973138648,0.332477533518051,2.30870121973489,1.88059452345189,-0.0721541747249253,0.338655237535087,0.416454750156019,2.08380408095912,1.20875282060242,2.16111231803197,1.70038666571092,1.11819497794348,-0.789554402548821,0.125606834750975,0.570153625069514,0.761465856841028,0.520464588797805,-0.218406759740506,0.0704359333120973,1.21846800889288,1.76190238503304,0.425243248620557,1.71620371662197,1.20967112964663,1.64248265448735,1.55592845268951,0.356852990178612,-2.20634177693506,1.57223372762815,0.934740347198532,-0.00815764438885047,-0.631201159985111,1.55690130220674,0.660006463530871,3.50253249430195,1.64433666142793,0.962390391360092
xdyh1,12.7462187437767,13.9299019651535,15.1643181099531,15.0433810517732,14.5366923650259,14.1299843232018,12.1362154268327,14.5329753793766,14.7861527571517,14.2939994670058,13.8479250570146,14.0191531500805,13.8962221039392,15.6880954442809,13.9552114296663,15.2898587902872,12.6492731707841,13.6509064617889,13.6832039463183,13.2139713105243,12.3217072770412,14.6219767188615,14.4492815536479,16.1289513511368,15.4712626490539,13.2197905591526,11.1306369920777,15.6880097561218,12.4301372924907,15.273084328449,12.9610578411148,14.4711125149721,14.2725944265232,15.1529345613966,13.97260351838,15.1792432160839,13.6403223023581,14.8461729774768,15.8251146426973,15.9181672049254,16.6235877515396,15.7184902961975,15.3825038520562,13.9247483580872,12.733795757921,13.8832420262975,12.0429935282868,11.7046923928864,15.0007638666202,14.257498087953,12.7880475853813,12.9905598213346,12.6762833230639,13.1511394756875,14.4064809987538,13.2928089927249,15.3147836414904,11.421240686343,14.4219497965017,13.8279166769984,12.7172150635402,14.3721223483285,12.5111815537943,14.8903527571784,15.8118300285252,15.8437764283283,13.5162533663481,14.2797325135101,14.129685137232,12.6512047703059,15.5531102811407,14.6460679188398,13.0604619700986,14.9457394229192,12.3073291256319,14.1737490229119,15.5074947628054,12.2697165837837,14.4671975670086,15.4748589615268
pvyk7,17.3157063438746,16.964558507529,14.2977948682859,17.9132639736841,16.902790450439,16.6766048262376,16.5343213145063,16.7888281128665,17.8093653207557,14.8404043937873,17.1255410323573,18.9886459911918,15.8430535136972,16.4609376185516,16.9937971605574,17.0146109955105,18.0871357743337,17.0639479292055,16.3271394225388,15.4439276361679,18.0839473826044,17.4395412690727,18.4080573643837,18.1813928564997,17.5341422225492,16.1868397101746,16.9520369460029,16.541074430171,18.0976086780685,16.4177709191527,17.2935188714292,18.2701452879506,15.9269023392965,16.4506391269825,18.6896480831237,16.162255483774,16.3572157998436,20.0373949551751,16.9964229453554,17.8730576070971,17.5410991458305,17.7454357146139,17.1143008486024,16.6052885252262,16.2936719966059,16.4345687668184,16.4669065497291,16.3760033021281,18.5371033486963,17.3185956784439,17.4236520277162,16.9338700214195,18.4199935355145,16.3788628068533,14.724316212815,16.1315787115044,17.1675364188259,17.6629760906413,19.1644246864481,18.7320256743206,15.7347118089581,17.0545732295508,16.3609631027542,15.757573641704,17.5443422694083,16.8164394863596,16.6814541503273,19.7649148622774,16.9787924240456,16.1151721830022,16.3326561116039,16.448633562448,15.6318546279912,16.5934081573323,18.3994765776319,17.5853591588905,17.1692757609863,15.9651242517333,17.2148197145384,15.6030803571095
zihw3,12.3167756821529,11.0905539458832,13.883547495615,13.1089837673843,11.5398519317813,12.4764782596704,13.5295389004513,13.3565936701693,15.5280173935701,13.1633828024049,13.6314643124344,12.2491718808859,15.6920260852578,14.766653258739,14.5654233306286,15.3477559827774,12.7212567831192,12.0711108426108,13.4229345012622,12.3034544511135,13.2132119929473,12.9046655573781,12.5776496750054,13.1314901461817,11.765421483191,12.5662151115894,13.4451592187664,10.2777732349054,10.6813316856783,13.92859772913,12.5379708602578,12.2811069181256,14.3746467172314,12.8914602956106,14.5321230024915,11.4270888339551,12.0499831075595,12.1613575894331,14.6520205561759,9.66810691349182,12.5909737238569,11.3988723596259,12.3189657239955,13.8130122763363,13.0296282330989,11.9946468725224,11.8161310642048,14.3050300089711,13.895841947612,13.9477324001872,13.1324545175711,13.4973164296231,13.3148190227642,12.2937829138971,13.3162909568192,15.6172812947413,12.2292520444359,13.811864267536,11.8894881875738,11.7834983535828,11.9990971355726,13.3952728280121,13.5427587455332,14.2311673713817,14.2373770789331,11.6143968073833,11.9376475678552,11.2085313897727,14.6105076177709,13.4662779380646,14.8545968745081,13.8459124588997,11.7143193112111,12.1072611334289,11.512832497225,12.3333909187006,11.833149994728,11.8111999234948,13.6146582770914,13.8325556733853
mvyj10,15.4339814055317,12.482053289042,11.6760428349752,15.2710325254082,16.2696569807569,15.7259737264149,18.4784566809218,15.8330280042874,16.1561054552648,15.013259997152,14.5071014434912,15.5328667904128,16.9112974298461,15.5043295750899,16.6171972796912,15.2906297479078,16.9863550166525,18.3704033619859,16.435483415144,16.7965192965125,15.9931258331551,18.4920420522093,16.5544442526983,14.086540557532,15.9445316834293,16.9313382651291,14.1083815110695,15.1349424723043,17.2036120586558,14.9189835207895,16.0811890657351,16.2506094336255,15.8258311948284,15.2088732216194,17.5393862992963,17.3446222521629,15.6775095302421,17.4514870361517,14.5896574707198,15.1939235301946,15.8971554896553,14.7130994975169,14.4107079532964,13.1676863368354,16.1759237969487,16.4851244702547,14.2412767908146,14.2264806014757,14.585453725533,14.6029975807581,14.8482811845474,16.8673323314471,17.1302900507523,16.95805181127,15.5351807538901,14.2813172821788,18.7158356108754,14.8779613163459,14.667220754338,16.9485840572177,15.0595006556059,16.1303459466586,15.6272857931113,14.2177691447778,16.5772723728792,15.0497927440888,16.7822016313112,16.1454661915773,15.1031594652682,15.2081939511859,17.6181561841202,15.998376346754,14.1320945693033,12.8101243237614,15.2621219606371,15.843191009326,14.2476620882058,16.0693188980365,16.6822167649265,13.8826818967577
